restaurant,reviewer,review,rating,metadata,time,year,length,word_count,suspicious_len,suspicious_dup,possible_ai,restaurant_name,rating_value,category,keywords
Beyond Flavours,Yaswanth Chowdary,pathetic and horrible experience ambience and hospitality 1 food 1 chairs and tables were broken food is cold and tasteless buffet arrangement is not good could be a bit more spacious,2,"4 Reviews , 56 Followers",2019-05-03 11:40:00,2019,183,31,False,False,False,Beyond Flavours,2,General,"['arrangement', 'spacious', 'tasteless']"
Chinese Pavilion,Aamir Nawaz,kinda of disappointed with the food everything is either drenched in oil or tastes old ambience is quiet butter garlic prawn is good though dishes tried butter garlic prawn roasted lamb crab on toast,1,"42 Reviews , 58 Followers",2019-04-13 21:28:00,2019,199,34,False,False,False,Chinese Pavilion,1,Chinese,"['prawn', 'garlic', 'butter']"
Shah Ghouse Spl Shawarma,Aditya Kumar Singh,the best shawarma you can have is here the quantity and the quantity both are awesome one shawarma is enough in terms of dinner or lunch i always prefer to have from this place,4,"5 Reviews , 11 Followers",2018-11-12 18:47:00,2018,176,34,False,False,False,Shah Ghouse Spl Shawarma,4,General,"['shawarma', 'quantity', 'terms']"
Deli 9 Bistro,Deepak Ahuja,when you hunt for nice place and meet folks who are just busy in their own its a let down staff really needs to pickup on the service and behavior not at all a nice experience food saved this place the 3 star coz it was tasting decent not great again not willing to visit again would give 25 if had a choice,3,"36 Reviews , 29 Followers",2018-12-21 15:17:00,2018,307,63,False,False,False,Deli 9 Bistro,3,General,"['coz', 'meet', 'nice']"
Biryanis And More,Indradipta Sardar,visited this place several times for team lunch as this restaurant is very near to my office it is recommended you reach there early as during lunch time the restaurant will be packed with office people food quality and taste is very good service also upto the mark considering the rush,4,"32 Reviews , 319 Followers",2019-03-02 19:43:00,2019,286,51,False,False,False,Biryanis And More,4,Indian,"['office', 'lunch', 'restaurant']"
Dine O China,Jeen Kaipeng,very nice this place i order to special seafood platter in oyster sauce is perfect tasty special thanks for chefsi will come again thanks,5,1 Review,2019-05-25 17:02:00,2019,137,24,False,False,False,Dine O China,5,Seafood,"['thanks', 'special', 'platter']"
PourHouse7,Sunny Mehta,such a pathetic service no one will attend you you have to ask themnice place but service will annoy youhave to think before comingfirst time bad experience,1,"1 Review , 1 Follower",2019-02-21 22:36:00,2019,156,27,False,False,False,PourHouse7,1,General,"['ask', 'think', 'pathetic']"
Dunkin' Donuts,AJ,no burgers oven is broken no ac why are you open we usually get takeaway burgers and this is unbelievable very poor management i wish they will improve there service because the location is excellent,1,"10 Reviews , 2 Followers",2018-09-16 12:37:00,2018,199,35,False,False,False,Dunkin' Donuts,1,General,"['burgers', 'ac', 'wish']"
The Tilt Bar Republic,Praveen Singh,pretty decent place with good food very limited options in liquor they have only 45 variants in scotch whiskey overall ambience was great,4,"2 Reviews , 1 Follower",2019-03-21 22:59:00,2019,137,23,False,False,False,The Tilt Bar Republic,4,Bar,"['limited', 'options', 'pretty']"
Labonel,Sudeep Sodani,love the cakes and the brownies brownies are a must try red velvet and chocolate cakes here make me go nom nom nom initially the price point may seem high but each bite redeems more than each buck spent,5,"16 Reviews , 151 Followers",2018-11-13 15:24:00,2018,202,39,False,False,False,Labonel,5,Dessert,"['brownies', 'cakes', 'spent']"
Biryanis And More,Naveen Devireddy,worst food everplease dont believe the ratings reviews mentioned below both veg and non veg were bad utterly disappointed after have a team party over there based the these many ve reviews,1,"1 Review , 1 Follower",2019-03-14 17:50:00,2019,188,32,False,False,False,Biryanis And More,1,Indian,"['reviews', 'veg', 'ratings']"
Chinese Pavilion,Forever_fooodie,we ordered from here via swiggy we ordered stuffed mushrooms they were a little too sweet yet they tasted great and quantity was great mushroom in shechuan sauce we ordered this dish but they sent us some fried paneer gravy dish we opened it very late after we recieved the order so we decided to go with it and the paneer tasted like they used frozen paneer or may be it was tofu i have never tasted tofu before so i cant say but we didnt really like it hakka noodles noodles tasted great really tasty and quantity was really good fresh lime soda it was really good and refreshing fried rice it was decent with good amount of veggies quality of rice was good stir fried greens it was really very tasty good amount of different veggies like broccoli pringle etc although we were disappointed that there was no mushroom,4,"175 Reviews , 573 Followers",2018-01-24 13:50:00,2018,818,151,False,False,False,Chinese Pavilion,4,Chinese,"['tasted', 'really', 'fried']"
SKYHY,Varunkumar Reddy,the best hangouts place with friends and girlfriend and it had good dance floor i got good variety of liquor brands also but the food is main concern in terms of both taste and quantityfor quires contact sujithreddy12 in instagram skyhy,3,"7 Reviews , 14 Followers",2018-12-20 23:53:00,2018,236,41,False,False,False,SKYHY,3,General,"['instagram', 'terms', 'dance']"
Hyderabadi Daawat,Pranaya,someone said that an underrated place is always a better place that a over rated place really one of the better place than the crowd destinations fast preparation and serving of tasty food quantity wise we will get good quantity food its good to go with a bigger group tried some of items as alacarte some are as mentioned below soup murg adraki shorba kebab platter masala kulcha murg masala chicken dum biriyani vegetable dum biriyani salt and pepper prawn yet to try with their buffet option,4,"69 Reviews , 136 Followers",2019-05-06 14:59:00,2019,494,87,False,False,False,Hyderabadi Daawat,4,General,"['murg', 'dum', 'biriyani']"
Jonathan's Kitchen - Holiday Inn Express & Suites,Umesh Kumar,i had recently been to jonathans kitchen based on the zomato rating and was very disappointed the food is average in quality the service is also quite average for the price what they charge not going to visit anytime in the future,3,"21 Reviews , 45 Followers",2019-01-13 12:12:00,2019,230,42,False,False,False,Jonathan's Kitchen - Holiday Inn Express & Suites,3,General,"['average', 'charge', 'recently']"
PourHouse7,Ashish Bisht,horrible experiencefood was really bad and service was very slow most of dishes mentionedrecommended in other reviews were not even part of their menu first time i had such a disappointment with any 4 rated restaurant,1,"2 Reviews , 33 Followers",2019-05-05 23:01:00,2019,217,36,False,False,False,PourHouse7,1,General,"['rated', 'disappointment', 'reviews']"
Absolute Sizzlers,Maitri Batabyal,best sizzlers in hyderabad till date very good staff service i love this place grilled fish sizzler is mouth watering you can try seekh kebab paneer tikka sizzler also time if youre a vegan,5,"6 Reviews , 5 Followers",2019-04-05 00:13:00,2019,189,34,False,False,False,Absolute Sizzlers,5,Seafood,"['sizzler', 'watering', 'sizzlers']"
eat.fit,Jawa08014,chicken was goodmix veg is very sweetand small roties,3,"4 Reviews , 1 Follower",2019-03-13 22:38:00,2019,53,9,False,False,False,eat.fit,3,General,"['small', 'veg', 'chicken']"
T Grill,Ashesha,very very very very disappointed we ordered kadai paneer its a disaster instead they gave us tomato curry with few paneer pieces in it please dont order food from this place mutton biryani is a big flop,1,"20 Reviews , 18 Followers",2018-09-21 16:14:00,2018,202,37,False,False,False,T Grill,1,Indian,"['paneer', 'tomato', 'instead']"
SKYHY,Ravan Villan,i went to skyhy terrace lounge on weekend and it was great experiencenice foodlove the ambiencenice place to have photosgood place to visit along with friends to danceasome cocktailsfriendly with mr london,5,"1 Review , 2 Followers",2018-10-04 01:22:00,2018,205,32,False,False,False,SKYHY,5,General,"['terrace', 'mr', 'weekend']"
Pot Pourri,Anusha Gazaram,this might be good incase you are looking for ala carte but if you choose buffet one will be disappointed with the spread the items are tasty but the spread is too small need to improve it,3,"6 Reviews , 9 Followers",2019-05-02 16:09:00,2019,188,37,False,False,False,Pot Pourri,3,General,"['spread', 'ala', 'carte']"
PourHouse7,Sasikanth.deva7,cool place with amazing food and drinks of happy hours menu loved the place specially the roof topservice was good and they treatred us very wellthank you pour house 7will come again very soon,5,"1 Review , 4 Followers",2019-03-25 16:28:00,2019,192,34,False,False,False,PourHouse7,5,General,"['roof', 'house', 'hours']"
Dunkin' Donuts,Produtoori Ankith,as soon as i opened the box i was so excited to eat them the presentation was wonderful but when i had a bite the doughnut was not fresh at all same with every doughnut in the box dissappointed such a waste of precious money on not at all fresh food,1,"19 Reviews , 101 Followers",2018-07-31 15:00:00,2018,249,51,False,False,False,Dunkin' Donuts,1,General,"['box', 'fresh', 'opened']"
La La Land - Bar & Kitchen,Snehasish Behera,i had visited this place for their lunch buffet which is priced at rs 499 taxes they had 3 veg starters paneer tikka hara bhara kebab and spring roll and 3 nonveg starters chicken tikka fish 65 and also an elaborate main course for the price that they offer the food is pretty good and definitely a go to place if you want to enjoy a buffet,4,"93 Reviews , 384 Followers",2019-04-20 16:54:00,2019,340,67,False,False,False,La La Land - Bar & Kitchen,4,Seafood,"['tikka', 'buffet', 'starters']"
The Indi Grill,Abhishek Mahapatro,we were 31 people went together for a lunch buffet on 22nd april tables were arranged on 1st floor for us and no one else were allowed which is a plus for big group coming to menu its kind of same what all bbq places are offering now a days taste was good for most of the items staffs were polite and quick on services only thing which didnt went well was ac of the resturant as it was a hot afternoon ac was not enough to cool us down manger apologized for this they also gave us a 10 off on total bill because of 20 people advices to management please have some unique food item which is not there on other places looking forward to visit again,4,"17 Reviews , 126 Followers",2019-04-30 11:19:00,2019,646,129,False,False,False,The Indi Grill,4,Steakhouse,"['ac', 'places', 'people']"
Shree Santosh Dhaba Family Restaurant,Sardar Bhagatsingh Peshoria,guys to be very frank the foods not good and the oil they used for cooking is not health eventhougj we can smell it in food wrost experience,1,"1 Review , 30 Followers",2019-02-16 01:08:00,2019,140,28,False,False,False,Shree Santosh Dhaba Family Restaurant,1,General,"['foods', 'smell', 'oil']"
Kritunga Restaurant,Aditya Kumar,i had ordered food from kritunga many times to my office and had visited this place oncegachibowli the ambience here is good and the staff was attentive the steward recommended ragi sangati and brinjal curry it was very delicious i also tried gongura chicken it was fine apart from these i tried spl chicken biryani kamju biryani and chicken pulav through delivery overall i would say the food here is good a bit spicy though and one can find a lot of chillies packing could be improved as i found alot of polythenes in delivery order it would great if the food could be packed in boxes,3,"12 Reviews , 2 Followers",2018-12-03 22:25:00,2018,586,107,False,False,False,Kritunga Restaurant,3,Indian,"['delivery', 'chicken', 'tried']"
Pakwaan Grand,Devesh Thakur,to the management please be careful while packing i ordered tandoori roti and got rumali roti instead,2,"2 Reviews , 1 Follower",2019-02-11 20:08:00,2019,101,17,False,False,False,Pakwaan Grand,2,Indian,"['roti', 'rumali', 'instead']"
Mohammedia Shawarma,Adrija Mukherjee,ddinot provide the mayo bowls,3,"13 Reviews , 17 Followers",2018-08-03 17:09:00,2018,29,5,False,False,False,Mohammedia Shawarma,3,General,"['mayo', 'provide', 'given']"
Pakwaan Grand,ImmanueL M (MooD),somewhere i feel like this n shah competes with each other one triesto deliver the best carrying both quality and quantity seems like they aint running for money but to feed us hahahaha,5,"17 Reviews , 2 Followers",2019-02-07 19:59:00,2019,185,33,False,False,False,Pakwaan Grand,5,General,"['shah', 'like', 'deliver']"
Arena Eleven,Anand Abhishek,awesome food and nice ambience good place to hangout with friends on saturday would come back again nice curtsey service by shuaib and tsoiya thanks,5,"1 Review , 97 Followers",2019-05-18 20:18:00,2019,148,25,False,False,False,Arena Eleven,5,General,"['nice', 'saturday', 'hangout']"
Momos Delight,Sejal Vaghela,misleading outlet for vegetarians owner lied when asked about maintaining separate utensils for veg and nonveg never visit if you are a strict vegetarian,1,"1 Review , 1 Follower",2019-02-04 23:30:00,2019,153,24,False,False,False,Momos Delight,1,General,"['owner', 'vegetarians', 'nonveg']"
Biryanis And More,Gopal Bhargav,me and my colleagues keep visiting this place every friday as it is very near to the office space no much ambiance simple restaurant booking is preferred on fridays as it gets too much crowdy after 1pm staff isnt courteous at all they always keep a sad face dont know why hopefully they are given some training to smile biryani taste is amazing as i am vegetarian i usually take andhra veg biryani avakaya biryani or kaju biryani all of them are perfectly made so all the rating is for only the taste not for service and ambiance at all,4,"47 Reviews , 320 Followers",2019-04-27 19:37:00,2019,536,100,False,False,False,Biryanis And More,4,Indian,"['biryani', 'ambiance', 'andhra']"
Mustang Terrace Lounge,Sai Krishna Thota,the rooftop view is amazing and the ambience inside the lounge is excellent too coupled with great dj and service we enjoyed our time out there food 45 service 55 drinks 55 music 55,5,"1 Review , 1 Follower",2019-05-22 23:54:00,2019,181,34,False,False,False,Mustang Terrace Lounge,5,General,"['55', 'rooftop', 'inside']"
Club Rogue,Chirag Gupta ?,the food and drinks are good the ambience is great too but the place feels too crowded and the dance floor sucks the dj music is alright the staff is not good and need to be given proper training the way they rush guests out after 12 is too bad,2,"111 Reviews , 1013 Followers",2019-04-05 08:12:00,2019,244,50,False,False,False,Club Rogue,2,General,"['guests', 'proper', 'crowded']"
Diners Pavilion,SONALIKA,many issues to start with 1 no valet parking as quoted 2 everything that was served on the plate was chilled and i mean it 3 nothing was planned like the placement of food it was more of a day to day kitchen 4 on the contrary icecream was already melt taste was good had it been served properly it wouldve definitely deserved more than 4 hope these things are taken proper care of,1,1 Review,2018-08-03 16:15:00,2018,380,74,False,False,False,Diners Pavilion,1,General,"['day', 'served', 'melt']"
13 Dhaba,Niraj Shelar,didnt like tandoori paneer paratha much paneer makhani was average,3,"2 Reviews , 28 Followers",2018-09-02 23:15:00,2018,66,10,False,False,False,13 Dhaba,3,Indian,"['paneer', 'makhani', 'paratha']"
Squeeze @ The Lime,Jatin Pathak,i liked the ambience and lighting however their food quality needs lot of improvement especially sizzlers they made good lasgna but they had no idea at all about how sizzler is made also their services are little slow,1,"6 Reviews , 30 Followers",2019-04-13 23:20:00,2019,217,38,False,False,False,Squeeze @ The Lime,1,General,"['lighting', 'sizzler', 'sizzlers']"
The Glass Onion,Manika Paliwal,it is a great place for a quiet dinner and ambience is lovely but the food was a disappointment the place doesnt feel like we are inside the noisy city which is absolutely delightful but i wish i could say the same about the food and drinks staff is courteous and serving time is excellent you dont have to wait for your food or drinks for more than 1015 mins no matter what you order ambience 55 staff 455 food 15,3,"3 Reviews , 3 Followers",2019-05-19 15:35:00,2019,414,81,False,False,False,The Glass Onion,3,General,"['drinks', 'food', 'staff']"
Driven Cafe,Soumya Chatterjee,i was really impressed with the ambience and the simple menu options available they say rightly that simplicity attracts the most i was able to spend some quality time here in the evening starting with coffee and ended with desert will definitely plan to visit again,4,"24 Reviews , 90 Followers",2018-08-12 01:15:00,2018,266,46,False,False,False,Driven Cafe,4,Cafe,"['starting', 'desert', 'ended']"
Aromas@11SIX,Raj Sekhar,i ordered subz biryani paneer butter masala taste of both the foods were great except that vegetables in biryani were partly cooked which makes me to rate 4,4,"12 Reviews , 24 Followers",2018-08-21 22:04:00,2018,156,28,False,False,False,Aromas@11SIX,4,Indian,"['biryani', 'foods', 'vegetables']"
Frio Bistro,Joycee Hanna,it was a funny experience there while the main course is quite satisfying the deserts were a total let down the ground floor could definitely do with some ventilation the fumes from the washroom will drive everyone away,3,"1 Review , 56 Followers",2019-01-15 11:00:00,2019,219,38,False,False,False,Frio Bistro,3,General,"['total', 'deserts', 'let']"
Urban Asia - Kitchen & Bar,Thejoyoffood,amongst the so many options now available for dining at gachibowli urban asia is difficult to ignore both for location and food getting in there if you are driving can be tricky sometimes since there is too much traffic in a narrow lane however they have a valet in the basement and you can park there and head over to the 4th floor which actually is a mix of a few restaurants the place offers both buffet and alacarte options and you could choose what you like we ordered pad thai noodle and chilly tofu i have not had such soft and delicious todu in a long time and was happy to have given that a shot moreover the portion size was fairly decent the pad thai tasted slightly sweet to my wifes liking but again flavoursome and good portion the place was quiet and you could enjoy your food in peace the staff is courteous and service is prompt,4,"174 Reviews , 230 Followers",2019-04-09 13:41:00,2019,845,160,False,False,False,Urban Asia - Kitchen & Bar,4,Chinese,"['portion', 'thai', 'options']"
American Wild Wings,Rajini Kanth,loved the wings great environment with great taste best serve wings biryani tastes excellent i recommend to go with your friends and have a great meal,5,1 Review,2018-10-16 23:09:00,2018,150,26,False,False,False,American Wild Wings,5,Indian,"['wings', 'great', 'environment']"
NorFest - The Dhaba,Hayavadan Rao / The DeccanFoodie,a really good meal at a reasonable price the quantity was perfect not a lot and not too less i ordered the paneer combo and shikanji norfest dhaba has probably one of the best packaging materials looking at the box itself i started feeling more hungry the only part in the meal that disappointed me was the shikanji it was not something that you could brag about,4,"129 Reviews , 286 Followers",2019-02-15 22:31:00,2019,362,67,False,False,False,NorFest - The Dhaba,4,General,"['meal', 'dhaba', 'feeling']"
Karachi Cafe,Divya Pasumarthy,absolutely loved the place the food aesthetics everything i was pretty lost looking at the antiques and having veg cutlet with filter coffee thought it was expensive while looking at the menu but the quantity was pretty good much recommended,5,"14 Reviews , 94 Followers",2018-09-05 21:35:00,2018,241,40,False,False,False,Karachi Cafe,5,Cafe,"['looking', 'pretty', 'lost']"
Hunger Maggi Point,Vonkayi23,good it is delivered on time,5,"5 Reviews , 2 Followers",2018-10-28 18:14:00,2018,28,6,False,False,False,Hunger Maggi Point,5,General,"['delivered', 'time', 'good']"
Behrouz Biryani,Prasad,not received my order fuck off,1,2 Reviews,2018-08-16 02:21:00,2018,30,6,False,False,False,Behrouz Biryani,1,Indian,"['received', 'order', 'given']"
Olive Garden,Lakshmi Narayana,less spicy but not bad,4,"3 Reviews , 3 Followers",2018-07-12 20:45:00,2018,22,5,False,False,False,Olive Garden,4,General,"['spicy', 'bad', 'ginger']"
Pakwaan Grand,Zishan Khan,wrong food wrong bill no taste time waste insects in food food raw when metioned this all to the manager he was reluctant to hear the feedback,1,"2 Reviews , 5 Followers",2018-10-13 22:38:00,2018,142,27,False,False,False,Pakwaan Grand,1,General,"['wrong', 'raw', 'feedback']"
AB's - Absolute Barbecues,Binny Sean,foood was very tasty and very goos servicewould love to appreciate the service by surajit iijual and mahaliwell done guyskeep it up,5,"1 Review , 29 Followers",2019-05-09 23:11:00,2019,131,22,False,False,False,AB's - Absolute Barbecues,5,Steakhouse,"['appreciate', 'love', 'tasty']"
AB's - Absolute Barbecues,Monika Pandey,visited abs 3rd time and as always staff was very friendly and welcoming decent ambiance and wide variety of food its a must visit for barbecue lovers,4,"6 Reviews , 47 Followers",2019-05-25 15:28:00,2019,150,27,False,False,False,AB's - Absolute Barbecues,4,Steakhouse,"['wide', 'lovers', 'variety']"
Hunger Maggi Point,Rapid Quotient,i didnt say to include cheese but they did here i didnt liked it,1,"1 Review , 2 Followers",2018-10-18 19:26:00,2018,64,14,False,False,False,Hunger Maggi Point,1,General,"['didnt', 'did', 'liked']"
Udipi's Upahar,Kaushik Padmanaban,when i first reached hyderabad i wanted to eat dosa and idli just like the ones i had in chennai so after some research i reached udupis upahar the sambar was sweeter than i expected i believe it is the karnataka style i still liked it the bonda was awesome and the price was comparatively low great experience i would like it if they had spicier sambar,4,"11 Reviews , 7 Followers",2018-12-09 20:27:00,2018,353,67,False,False,False,Udipi's Upahar,4,Bar,"['reached', 'believe', 'like']"
Zing's Northeast Kitchen,Bastab Chakraborty,couldnt resist posting this review has been visiting this place since the time it opened has been there multiple times never before felt this urge of posting a review since the food always stood out and dominated the service but nothing changed over the time in terms of service rather its turned worse over time there cant be an excuse of quality of food in exchange of service if food is the only yardstick they fail to beat that as well dishes are pretty authentic but equally monotonous in taste as a customer i would rather not visit to wait for two ordered dishes for an hour worse food that can be had sooner is always better than slightly better food with infinitely worse service,2,"36 Reviews , 95 Followers",2019-05-01 22:38:00,2019,688,125,False,False,False,Zing's Northeast Kitchen,2,General,"['worse', 'review', 'service']"
The Foodie Monster Kitchen,Shovan M,what you must try here all the rice bowlsboth veg and non veg the varieties of omlette waffelsmonster egg and monster chicken different types of shawarmas french fries and banana pancakes we went here to bid farewell to one of our friend and tried all the above varieties all turn out be yummy simple and sober the crews were very friendly and the ambience is super,4,"48 Reviews , 67 Followers",2018-07-06 20:52:00,2018,365,66,False,False,False,The Foodie Monster Kitchen,4,Dessert,"['varieties', 'veg', 'pancakes']"
Urban Asia - Kitchen & Bar,The Greedy Hippo,on a saturday casual lunch i was simply floored by the ambiance they have set up and i couldnt stop looking at the artifacts they have put up its like one could just spent hours looking at them and admiring the heritage of india i was in mood for chinese and went full blast the wonton soup superceded the manchow one the dragon prawns were okayish the sangdown chicken wings could have been more jucier coming on to the main course we had ordered a barrage of items sanghai fried rice loved it kung pao chicken delicious hunan chicken bland had to parcel shrimp soft noodles good bamboo fried rice good pan fried noodles in cantonese sauce a disaster for my part i had ordered food which turned out to be best my friends were dissapointed the mojito and virgin mojito were good and packed a punch i loved everything about this restaurant and would be back here to try my favourite kung pao chicken it has stuck on my taste buds taste 4 service 4 ambiance 5 value for money 4,4,"207 Reviews , 1051 Followers",2019-02-18 18:11:00,2019,975,182,False,False,False,Urban Asia - Kitchen & Bar,4,Chinese,"['kung', 'pao', 'fried']"
Cafe Eclat,Bozy Chabungbam,cafe eclat is a warm and cozy place which has quite a lot to offer for those who love dessert the raspberry jam donut was good but the chocolate ganache tart wasnt really upto the expectation when one tart costs rs 150 overall a good place to spend good time with friends for coffee but could be little over priced if the right item is not ordered,4,"2 Reviews , 37 Followers",2019-01-07 21:35:00,2019,347,67,False,False,False,Cafe Eclat,4,Cafe,"['rs', 'cozy', 'warm']"
Pista House,Pankaj Pawar,ambiance 45 nice and clean place service 45 nice and quick service food chicken afgani was awesome chicken pieces were cooked really well and curry was yummy chicken 65 biryani is a bit unique and we really liked the taste,4,"56 Reviews , 87 Followers",2018-09-28 20:57:00,2018,222,40,False,False,False,Pista House,4,Indian,"['45', 'chicken', 'nice']"
Urban Asia - Kitchen & Bar,Rishav Sarkar,visited this branch of urban asia this afternoon for lunch the eat india co indian restaurant is just beside urban asia and i read few reviews about this place urban asia gachibowli not serving food as good as the jubilee hills branch as they share the same kitchen but as i experienced today these branch is as good as the other one they have maintained the food quality quality exactly the same even the buffet has nice spread of asian menu as well as some indian dishes ordered our favourite pork ribs which is very very delicious ordered some chilli lamb and orange chicken chilli lamb was really delicious but the orange chicken was average cause we asked for less gravy and it was a lot of gravy i dont like sweet dishes may be its the authentic orange chicken all together good experience staff is also very courteous and professional,5,"123 Reviews , 405 Followers",2019-01-13 18:13:00,2019,841,151,False,False,False,Urban Asia - Kitchen & Bar,5,Indian,"['orange', 'asia', 'urban']"
La La Land - Bar & Kitchen,Uday Kumar,been here with a big group of colleagues for buffet lunch on a friday starters were great as was the service desserts can be improved please replace those burfy stylesweets with a live ice cream counter and you should score a 5,4,"13 Reviews , 3 Followers",2018-12-21 16:47:00,2018,227,42,False,False,False,La La Land - Bar & Kitchen,4,Dessert,"['colleagues', 'counter', 'friday']"
Cascade - Radisson Hyderabad Hitec City,Pradeep Kumar,nice food with good stuff and ambiguous nature we went with friends for birthday party they have arranged all stuff and even we enjoyed a lot and management team was quite awesome and the way of receiving full enjoyed preffered to go and chill out in anytime,5,"1 Review , 2 Followers",2019-01-03 22:40:00,2019,258,47,False,False,False,Cascade - Radisson Hyderabad Hitec City,5,General,"['stuff', 'enjoyed', 'chill']"
Momos Delight,Shrutipriya Nandi,ordered momos from here many timesthis place is good for momo lovers like mei have tried their kukure chicken momo and steamed chicken momo and both are nicethe price of kukure momo is a bit high but its crispy and tasty so worth a try,4,"10 Reviews , 41 Followers",2019-03-16 17:02:00,2019,235,45,False,False,False,Momos Delight,4,General,"['steamed', 'momos', 'chicken']"
Pot Pourri,Yash Barmecha,it is a good place to be the ambience is very friendly the food is on par with what you expect the prices are decent enough and is not very easy to locate although if youre using google maps then its easy to find,4,"91 Reviews , 126 Followers",2019-03-03 16:20:00,2019,212,44,False,False,False,Pot Pourri,4,General,"['easy', 'youre', 'expect']"
Gal Punjab Di,Leher Sadhnani,nai they dont have any punjabi gal first things first really not happy with their service two different groups of people who came after us were served earlier than us and another worst thing was washrooms din have water supply and that created a big problem for most of the customers so finally we got our order after 2025 min of wait the lemon coriander soup was quite normal with dense eggy smell in starters amrutsari murg was nice with moderate flavours along with malai this came with grated cheese on top of it which was the only best part methi roti was fresh and good which came with 2 pieces unlike plain tandoori tasted too bad it was the flour which got stale over the time may be dont know how they served it so we ordered boneless murg i guess it was murg musalam this tastes really good just like as i needed less spicy thick gravy and nice pieces of chicken overall one time try stop,3,"139 Reviews , 685 Followers",2019-03-14 22:31:00,2019,898,169,False,False,False,Gal Punjab Di,3,Indian,"['murg', 'came', 'pieces']"
Shah Ghouse Hotel & Restaurant,Sandeep Sood,food is good but for the second time around they didnt send us our complete order had ordered 4 naans got only 2 also got daal tadka instead of daal makhani not sure if its the ramadaan rush but now twice in a row our online orders thru zomato have been messed up probably will avoid going forward,2,"1 Review , 3 Followers",2019-05-20 12:42:00,2019,297,58,False,False,False,Shah Ghouse Hotel & Restaurant,2,General,"['daal', 'got', 'forward']"
Labonel,Asraahmad22,their tag line fine baking describes this bakery best really one of the finest bakes i have encountered so far the chocolate brownie are commendable with the right balance of chocolateiness and fudgeiness in every bite we also loved the cookies and banana loaf,5,"9 Reviews , 6 Followers",2018-11-25 23:25:00,2018,260,44,False,False,False,Labonel,5,Dessert,"['cookies', 'banana', 'bite']"
The Glass Onion,Lasya M,we went as a group of 5 on a saturday night the ambiance and decor was good mosquito filled we had ordered 3mushroom soup decent margarita pizza we asked for a slight customization but sss not adhered to but given his own will on it quinnoa chat surprisingly different and nice battered fish decent kun pao chicken succulent meat done well teriyaki mushroom tasted more sour than like teriyaki borcolli kababs melt in the mouth noodles were done well lamb in lemon butter sauce i think a wrong dish of lamb was served cheese cake done well apple pie okayish all in all the food was decent but the service was pathetic we moved from outside to inside ac due to mosquitos and the rooms were also mosquito filled when asked he bluntly cited that there is nothing they could do the staff have no clue of the menu also food is not served in time the lamb came 20 minutes after we finished rest of the maincourse food 35 ambience 35 5 it would have been a straight 5 if mosquitoes were dealt with vfm 35 service 0,2,"3 Reviews , 104 Followers",2019-03-10 01:27:00,2019,1007,189,False,False,False,The Glass Onion,2,Italian,"['lamb', '35', 'decent']"
Feast - Sheraton Hyderabad Hotel,Namit Agarwal,sheraton is one of the best hotels in hyderabad but their restaurant fails to match the expectations i have come here twice for the buffet and the only good thing was some dessertsthey have very few options in vegetarian starterspizza is not of the best quality whole pasta is good their desserts looks mindblowing but only few of them are actually very good ambiance is pretty amazing but its not the worth the price you pay for the kind of food you get here,3,"179 Reviews , 1877 Followers",2018-12-31 00:08:00,2018,459,84,False,False,False,Feast - Sheraton Hyderabad Hotel,3,Italian,"['match', 'best', 'pay']"
Pakwaan Grand,Tulasi Ram,biriyani taste is good but got 75 percentage of full spicy biriyani that too it was like one rice part is attached with another rice part with help of masala so please mention special request clearly in the comment session while orderingexampleneed little spicy biriyani,3,"3 Reviews , 13 Followers",2019-02-19 08:07:00,2019,270,45,False,False,False,Pakwaan Grand,3,General,"['biriyani', 'spicy', 'rice']"
American Wild Wings,Shantam Sinha,terrible wings not sure if this was just a one off or not but it was inedibly spicy good fries tho choice for sauces would probably be mich more helpful,1,"3 Reviews , 1 Follower",2019-02-24 20:31:00,2019,152,30,False,False,False,American Wild Wings,1,General,"['terrible', 'sauces', 'probably']"
Komatose - Holiday Inn Express & Suites,Addie B,komatose sigh i had high expectations by seeing the rating but unfortunately the menu place and the crowd was very dissapointing we like the fried mozzarella couldnt find anything better or unusual well this is not a separate restaurant they use one single restaurant by two names only what made me give a 3 ratings was the live music bollywood beautiful voice of the singer sorry komatose aditi,3,"9 Reviews , 24 Followers",2018-04-12 21:00:00,2018,395,68,False,False,False,Komatose - Holiday Inn Express & Suites,3,General,"['restaurant', 'ratings', 'bollywood']"
Banana Leaf Multicuisine Restaurant,Shyam Reddy,approach to the hotel could have been better on the top floor of an old building with smelly ground floor location could have been better not very visible from the outside lift could have been better pretty old lift not sure if it passes safety norms ambience inside the restuarant could have been better doesnot give you a good vibe thats about the appearance and appeal spread was decent for a discounted price of 400 per person inclusive of all taxes food was ok as well i could see a lot of smiling faces familes and that sums it all if food is good then nothing else should matter i guess,3,"24 Reviews , 8 Followers",2018-06-01 16:07:00,2018,593,111,False,False,False,Banana Leaf Multicuisine Restaurant,3,General,"['better', 'old', 'floor']"
AB's - Absolute Barbecues,Arjun,excellent food and excellent service by mr bahadur rahamat and ripen we are fully happy to there service also all things was excellent we again visit soon love abs,5,"1 Review , 1 Follower",2019-05-24 15:37:00,2019,163,29,False,False,False,AB's - Absolute Barbecues,5,Steakhouse,"['excellent', 'fully', 'mr']"
